country,month,Gwh
Cyprus,2020/2/1,44.396
Cyprus,2020/3/1,55.599
Cyprus,2020/4/1,50.886
Cyprus,2020/5/1,62.65
Cyprus,2020/6/1,56.703
Cyprus,2020/7/1,53.625
Cyprus,2020/8/1,57.651
Cyprus,2020/9/1,53.125
Cyprus,2020/10/1,50.248
Cyprus,2020/11/1,39.121
Cyprus,2020/12/1,39.231
Cyprus,2021/1/1,51.27
Cyprus,2021/2/1,51.82
Cyprus,2021/3/1,68.378
Cyprus,2021/4/1,60.431
Cyprus,2021/5/1,74.745
Cyprus,2021/6/1,71.946
Cyprus,2021/7/1,75.235
Cyprus,2021/8/1,73.789
Cyprus,2021/9/1,69.024
Cyprus,2021/10/1,62.327
Cyprus,2021/11/1,53.361
Cyprus,2021/12/1,49.922
Cyprus,2022/1/1,58.671
Cyprus,2022/2/1,52.865
Cyprus,2022/3/1,71.94
Cyprus,2022/4/1,79.85
Cyprus,2022/5/1,83.809
Cyprus,2022/6/1,84.562
Cyprus,2022/7/1,93.146
Cyprus,2022/8/1,83.66
Cyprus,2022/9/1,83.893
Cyprus,2022/10/1,72.088
Cyprus,2022/11/1,58.321
Cyprus,2022/12/1,51.179
Cyprus,2023/1/1,63.179
Cyprus,2023/2/1,67.088
Cyprus,2023/3/1,81.51
Cyprus,2023/4/1,79.904
Cyprus,2023/5/1,99.923
Cyprus,2023/6/1,108.072
Cyprus,2023/7/1,121.599
Cyprus,2023/8/1,111.2
Cyprus,2023/9/1,107.795
Cyprus,2023/10/1,89.927
Cyprus,2023/11/1,82.015
Cyprus,2023/12/1,70.395
Cyprus,2024/1/1,74.275
Cyprus,2024/2/1,70.531
Cyprus,2024/3/1,96.021
Cyprus,2024/4/1,96.447
Cyprus,2024/5/1,115.893
Cyprus,2024/6/1,140.702
Cyprus,2024/7/1,151.413
Cyprus,2024/8/1,147.112
Cyprus,2024/9/1,141.025
Cyprus,2024/10/1,119.567
Cyprus,2024/11/1,91.141
Cyprus,2024/12/1,80.338
Cyprus,2025/1/1,86.041
Cyprus,2025/2/1,93.333
Cyprus,2025/3/1,101.981
Cyprus,2025/4/1,112.088
Cyprus,2025/5/1,145.858
Cyprus,2025/6/1,178.482
Cyprus,2025/7/1,200.276
Cyprus,2025/8/1,173.151
Cyprus,2025/9/1,156.184
Cyprus,2025/10/1,116.691
Cyprus,2025/11/1,111.323
Czechia,2017/1/1,622.791
Czechia,2017/2/1,627.151
Czechia,2017/3/1,893.689
Czechia,2017/4/1,875.433
Czechia,2017/5/1,990.444
Czechia,2017/6/1,847.109
Czechia,2017/7/1,779.36
Czechia,2017/8/1,801.422
Czechia,2017/9/1,678.762
Czechia,2017/10/1,678.022
Czechia,2017/11/1,685.351
Czechia,2017/12/1,709.115
Czechia,2018/1/1,762.589
Czechia,2018/2/1,707.564
Czechia,2018/3/1,777.726
Czechia,2018/4/1,906.938
Czechia,2018/5/1,863.054
Czechia,2018/6/1,792.491
Czechia,2018/7/1,791.323
Czechia,2018/8/1,757.26
Czechia,2018/9/1,727.047
Czechia,2018/10/1,693.26
Czechia,2018/11/1,597.668
Czechia,2018/12/1,629.161
Czechia,2019/1/1,744.908
Czechia,2019/2/1,765.925
Czechia,2019/3/1,1030.696
Czechia,2019/4/1,951.666
Czechia,2019/5/1,846.193
Czechia,2019/6/1,837.998
Czechia,2019/7/1,785.699
Czechia,2019/8/1,780.607
Czechia,2019/9/1,753.184
Czechia,2019/10/1,774.849
Czechia,2019/11/1,636.058
Czechia,2019/12/1,689.739
Czechia,2020/1/1,668.937
Czechia,2020/2/1,765.621
Czechia,2020/3/1,917.269
Czechia,2020/4/1,900.897
Czechia,2020/5/1,835.33
Czechia,2020/6/1,880.969
Czechia,2020/7/1,914.205
Czechia,2020/8/1,878.486
Czechia,2020/9/1,812.398
Czechia,2020/10/1,796.735
Czechia,2020/11/1,770.055
Czechia,2020/12/1,713.364
Czechia,2021/1/1,709.673
Czechia,2021/2/1,794.874
Czechia,2021/3/1,902.222
Czechia,2021/4/1,891.813
Czechia,2021/5/1,1021.67
Czechia,2021/6/1,929.677
Czechia,2021/7/1,967.249
Czechia,2021/8/1,862.261
Czechia,2021/9/1,813.794
Czechia,2021/10/1,824.766
Czechia,2021/11/1,701.145
Czechia,2021/12/1,678.112
Czechia,2022/1/1,782.728
Czechia,2022/2/1,813.276
Czechia,2022/3/1,969.343
Czechia,2022/4/1,894.106
Czechia,2022/5/1,950.431
Czechia,2022/6/1,883.631
Czechia,2022/7/1,922.939
Czechia,2022/8/1,878.718
Czechia,2022/9/1,808.164
Czechia,2022/10/1,745.157
Czechia,2022/11/1,640.259
Czechia,2022/12/1,707.86
Czechia,2023/1/1,763.067
Czechia,2023/2/1,741.967
Czechia,2023/3/1,971.327
Czechia,2023/4/1,965.584
Czechia,2023/5/1,978.6
Czechia,2023/6/1,830.11
Czechia,2023/7/1,797.771
Czechia,2023/8/1,782.623
Czechia,2023/9/1,769.355
Czechia,2023/10/1,784.798
Czechia,2023/11/1,740.722
Czechia,2023/12/1,828.898
Czechia,2024/1/1,1058.629
Czechia,2024/2/1,886.013
Czechia,2024/3/1,1026.264
Czechia,2024/4/1,1030.775
Czechia,2024/5/1,1050.506
Czechia,2024/6/1,1063.347
Czechia,2024/7/1,1035.012
Czechia,2024/8/1,1046.139
Czechia,2024/9/1,1064.761
Czechia,2024/10/1,948.665
Czechia,2024/11/1,806.303
Czechia,2024/12/1,860.595
Czechia,2025/1/1,849.158
Czechia,2025/2/1,850.703
Czechia,2025/3/1,1091.701
Czechia,2025/4/1,1140.069
Czechia,2025/5/1,1136.724
Czechia,2025/6/1,1182.052
Czechia,2025/7/1,1063.149
Czechia,2025/8/1,1113.039
Czechia,2025/9/1,954.949
Czechia,2025/10/1,896.008
Czechia,2025/11/1,816.217
Denmark,2017/1/1,1718.356
Denmark,2017/2/1,1986.163
Denmark,2017/3/1,1862.824
Denmark,2017/4/1,1950.415
Denmark,2017/5/1,1440.263
Denmark,2017/6/1,1583.676
Denmark,2017/7/1,1177.383
Denmark,2017/8/1,1225.889
Denmark,2017/9/1,1157.601
Denmark,2017/10/1,1958.708
Denmark,2017/11/1,1850.916
Denmark,2017/12/1,2284.908
Denmark,2018/1/1,1996.647
Denmark,2018/2/1,1782.176
Denmark,2018/3/1,1980.615
Denmark,2018/4/1,1712.2
Denmark,2018/5/1,1118.36
Denmark,2018/6/1,1225.659
Denmark,2018/7/1,1004.201
Denmark,2018/8/1,1171.459
Denmark,2018/9/1,1701.812
Denmark,2018/10/1,1956.944
Denmark,2018/11/1,1646.966
Denmark,2018/12/1,2007.325
Denmark,2019/1/1,2192.178
Denmark,2019/2/1,1892.656
Denmark,2019/3/1,2452.079
Denmark,2019/4/1,1512.945
Denmark,2019/5/1,1901.373
Denmark,2019/6/1,1294.116
Denmark,2019/7/1,1493.221
Denmark,2019/8/1,1290.834
Denmark,2019/9/1,1817.895
Denmark,2019/10/1,1729.462
Denmark,2019/11/1,1826.145
Denmark,2019/12/1,2459.333
Denmark,2020/1/1,2778.246
Denmark,2020/2/1,2600.028
Denmark,2020/3/1,2143.486
Denmark,2020/4/1,1711.373
Denmark,2020/5/1,1667.439
Denmark,2020/6/1,1191.464
Denmark,2020/7/1,1615.33
Denmark,2020/8/1,1047.171
Denmark,2020/9/1,1460.982
Denmark,2020/10/1,1795.301
Denmark,2020/11/1,1903.062
Denmark,2020/12/1,1951.215
Denmark,2021/1/1,1993.81
Denmark,2021/2/1,2271.294
Denmark,2021/3/1,2292.819
Denmark,2021/4/1,2190.924
Denmark,2021/5/1,1709.74
Denmark,2021/6/1,1410.212
Denmark,2021/7/1,1326.126
Denmark,2021/8/1,1799.963
Denmark,2021/9/1,1546.76
Denmark,2021/10/1,2371.13
Denmark,2021/11/1,2297.097
Denmark,2021/12/1,2499.42
Denmark,2022/1/1,3205.549
Denmark,2022/2/1,3267.323
Denmark,2022/3/1,2225.093
Denmark,2022/4/1,2327.291
Denmark,2022/5/1,2097.873
Denmark,2022/6/1,1530.083
Denmark,2022/7/1,2199.785
Denmark,2022/8/1,1416.079
Denmark,2022/9/1,2052.692
Denmark,2022/10/1,2251.143
Denmark,2022/11/1,2782.893
Denmark,2022/12/1,2658.544
Denmark,2023/1/1,3079.375
Denmark,2023/2/1,2687.324
Denmark,2023/3/1,2721.124
Denmark,2023/4/1,2518.396
Denmark,2023/5/1,2475.457
Denmark,2023/6/1,1704.804
Denmark,2023/7/1,2267.851
Denmark,2023/8/1,1713.829
Denmark,2023/9/1,1863.053
Denmark,2023/10/1,2571.699
Denmark,2023/11/1,2338.01
Denmark,2023/12/1,3083.06
Denmark,2024/1/1,3274.437
Denmark,2024/2/1,3046.129
Denmark,2024/3/1,2863.231
Denmark,2024/4/1,2581.982
Denmark,2024/5/1,2289.421
Denmark,2024/6/1,2122.417
Denmark,2024/7/1,2013.108
Denmark,2024/8/1,1960.703
Denmark,2024/9/1,1957.914
Denmark,2024/10/1,2524.553
